company_id,name,industry,description,year_founded,employees,state,city,area,revenue,expenses,profit,growth
634,Unexotically,IT Services,"Offers an innovative domestic sourcing business model designed to provide a cost-effective alternative to onsite or offshore application development, support and maintenance.",2010,146,GA,Atlanta,Atlanta,"$8,669,802","$4,919,209","$3,750,593",358%
635,Millrind,Food & Beverage,A chain of restaurants across the Mid-Atlantic and Southeast that serves Mediterranean food. Zoes Kitchen went public in 2014.,2007,2,TX,Plano,Dallas,"$9,911,499","$3,994,599","$5,916,900",522%
636,Adequateness,Manufacturing,"Custom manufactures airflow management products used globally in data centers to reduce their carbon footprint, operate more efficiently, and reduce energy costs. It also offers engineering, CFD modeling, and energy assessments.",2012,0,UT,Draper,Salt Lake City,"$10,175,412","$3,750,455","$6,424,957",393%
637,Overrestraint,Business Products & Services,"A personal injury firm that contributes to its community as well as to clients by contributing to over fifty nonprofit organizations, local schools and athletic programs.",2010,12,FL,Trinity,Tampa,"$9,754,057","$8,833,011","$921,046",519%
638,Interestingness,Media,"Offers a blog, research and events on emerging technologies to humanize technology and provide insight into disruptive companies, people and trends.",2014,73,CA,San Francisco,San Francisco,"$13,849,334","$5,178,767","$8,670,567",371%
639,Homologize,Human Resources,"Offers professional technology services and human capital management with a focus on executive search, corporate recruitment, retained and managed services, project management and project staffing.",2014,95,NJ,Cherry Hill,Philadelphia,"$7,336,228","$9,544,997","-$2,208,769",454%
640,Badgeless,Software,"A Microsoft Silver independent software vendor focused on helping organizations implement up-to-date Microsoft technologies and software tools to make IT administration easier, such as monitoring and reporting tools for key components including Exchange, SharePoint and Lync.",2011,17,CA,Corona,"Riverside-San Bernardino-Ontario, CA","$10,297,395","$4,083,752","$6,213,643",452%
641,Aspic,Retail,"Sells a wide range of products online, including home and garden, electronics, furniture, health and beauty, toys, and sports and fitness items.",2001,130,NY,New York,New York City,"$8,498,414","$4,645,617","$3,852,797",414%
642,Subaverage,Education,"Partners with school districts to provide staffing and educational program services that positively impact student achievement, quality and fiscal efficiency.",2012,14,AL,Huntsville,"Huntsville, AL","$7,577,637","$8,662,530","-$1,084,893",479%
643,Glycopexis,Real Estate,"Provides news and information for commercial realtors, including 32 e-newsletters, as well as creating 250 annual conferences that attract over 60,000 commercial real estate professionals every year.",2004,70,NY,New York,New York City,"$9,901,620","$3,450,712","$6,450,908",177%
644,Westminster,Financial Services,"Offers loans for business, home buying, real estate development and construction, farming and agricultural production, home equity, and consumer credit, as well as a variety of commercial and consumer savings and deposit services.",2010,1,MI,Troy,Detroit,"$9,861,652","$7,245,126","$2,616,525",361%
645,Suicided,Health,"A medically-managed practice of doctors, nurses and counselors that offers programs in weight loss, hormone therapy and cosmetic skincare procedures.",2014,29,NC,Hendersonville,"Asheville, NC","$7,145,863","$4,519,467","$2,626,396",318%
646,Tocantins,Financial Services,"Provides wholesale, correspondent and residential loan origination channels. FGMC is approved by national mortgage lenders such as Ginnie Mae, HUD and FHA",2009,290,VA,Tysons Corner,"Washington, DC","$12,330,107","$4,296,074","$8,034,034",324%
647,Thiocyanate,Human Resources,"Provides technical staffing services in the areas of IT, healthcare, telecommunications and engineering.",2013,20,TN,Franklin,Nashville,"$5,557,477","$4,357,427","$1,200,050",279%
648,Fibrillar,Security,"Offers products and services that combine identity authentication, background screening and access management to make facilities, assets and people safer and more secure. Clients include highly secure facilities such as military installations, government buildings and manufacturing and distribution sites.",2010,247,OR,Hillsboro,"Portland, OR","$6,985,440","$3,809,635","$3,175,805",366%
649,Interreges,Human Resources,"Builds hiring, recruiting and staffing software for small to medium-sized businesses.",2010,38,UT,Eagle Mountain,"Provo-Orem, UT","$9,514,605","$2,867,024","$6,647,580",431%
650,Exilarch,Financial Services,A worldwide commercial B2B debt collection agency that uses professional protocols to increase bad debt recovery and maintain client reputation.,2011,47,FL,Naples,"Naples-Marco Island, FL","$6,957,904","$4,161,452","$2,796,452",408%
651,Boxhaul,Business Products & Services,Provides regulatory and quality services that accelerate the success of medical device companies.,2012,38,PA,Murrysville,"Pittsburgh, PA","$10,007,429","$1,453,488","$8,553,941",238%
652,Refertilization,Construction,"Offers custom home building, kitchen bath remodeling and additions to its customers.",2013,13,TX,San Antonio,"San Antonio, TX","$10,064,297","$4,498,839","$5,565,458",383%
653,Asynchronous,Health,"Provides constructive input in the managed care decision-making process, so that high-quality patient care can be achieved in the most cost effective manner. It also offers educational and advocacy opportunities that can assist IPA practices.",2013,22,NY,New York,New York City,"$8,720,504","$632,756","$8,087,748",501%
654,Swedenborgism,IT Services,"Provides IT services including application development, project management and IT consulting to state governments and major corporations.",2005,64,MD,Columbia,Baltimore,"$10,379,242","$5,949,929","$4,429,312",355%
655,Outspruing,IT Services,"Provides IT consulting services including management, applications development, infrastructure, trial consulting and staffing services to a diverse mix of businesses.",2012,80,IL,Chicago,Chicago,"$11,909,917","$5,468,575","$6,441,342",174%
656,Adenohypophysis,Manufacturing,"Designs and manufactures packaging equipment used in assembly lines where food or industrial products are boxed, cartoned or case-packed.",2010,16,OH,Richfield,"Akron, OH","$8,241,404","$3,305,523","$4,935,881",351%
657,Unvibrant,Telecommunications,"Provides an e-commerce portal for Hispanic merchants to sell telecom-related products to their customers. Primary products are international long distance, international telecom replenishment services and text messaging.",2013,30,GA,Roswell,Atlanta,"$7,110,958","$2,340,753","$4,770,205",243%
658,Outplan,Manufacturing,"Engineers, manufactures and sells rifles and small arms parts and accessories used by military, law enforcement and hunters.",2011,222,GA,Black Creek,"Savannah, GA","$7,936,183","$5,253,021","$2,683,162",325%
659,Unforegone,Financial Services,A credit card and online payment processing service for attorneys that safeguards lawyers' funds in compliance with tax laws.,2009,37,TX,Austin,Austin,"$9,732,370","$5,236,511","$4,495,860",368%
660,Unsported,Consumer Products & Services,An online and mobile dating app developer that filed for an IPO in 2014.,2014,182,CA,San Francisco,San Francisco,"$9,792,271","$4,604,324","$5,187,947",336%
661,Clunk,Energy,An electricity supplier to residents and small businesses in 10 states with plans to expand into additional states.,2014,37,TX,Dallas,Dallas,"$9,976,025","$3,236,506","$6,739,519",235%
662,Allongie,Business Products & Services,"Specializes in the sale and service of new and used forestry equipment and heavy machinery, and sells parts online throughout the United States.",2008,13,VA,Rocky Mount,"Roanoke, VA","$8,749,447","$4,245,496","$4,503,951",538%
663,Armet,Real Estate,A private commercial real estate mortgage brokerage company that serves the national commercial real estate sector.,2012,110,NY,Brooklyn,New York City,"$8,271,016","$4,401,347","$3,869,669",524%
664,Messrs,Advertising & Marketing,"An innovative, full-service digital marketing agency that maximizes clients' online potential via custom Web development, SEO and social media engagement.",2013,36,MA,Newton,Boston,"$9,542,792","$6,013,866","$3,528,926",628%
665,Getable,Software,"Provides custom programming, website design and development and mobile app development. Growth Acceleration Partners also offers management and consulting, with projects managed locally and technical development outsourced to Costa Rica.",2013,168,TX,Austin,Austin,"$9,043,049","$5,763,238","$3,279,811",361%
666,Turbidimetry,Software,"Offers commercially available balance sheet account reconciliation services. It provides quick-to-implement, scalable and easy-to-use applications that automate the entire financial close process to help improve financial controls for companies of all sizes, including Fortune 100 companies.",2010,195,CA,Los Angeles,Los Angeles,"$11,067,223","$8,007,771","$3,059,452",431%
667,Federalistic,Health,"Provides 911, interfacility and critical care transport and event & air ambulance services. Symons Ambulance also provides nurses, physicians and urgent care services for large events such as concerts, motorsporting events and fairs.",2007,225,CA,San Bernardino,"Riverside-San Bernardino-Ontario, CA","$8,108,370","$6,471,604","$1,636,766",417%
668,Williamsport,IT Services,"An IT consultancy with a focus on the design and support of data-related services, including unified data storage, business continuity and disaster recovery architecture.",2013,34,GA,Norcross,Atlanta,"$9,366,416","$3,084,697","$6,281,719",497%
669,Unrebuilt,Software,Provides Web-based enterprise risk management software and services.,2007,35,OR,Lake Oswego,"Portland, OR","$5,422,083","$4,666,040","$756,043",270%
670,Outbraving,Health,Provides electronic health record and billing platforms for the home care industry.,2011,135,TX,Austin,Austin,"$9,116,942","$3,747,352","$5,369,590",442%
